"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Nov 14 15:54:31 ICT 2023","Tue Nov 14 15:55:01 ICT 2023","29970","Default Suite","Parallel","testclass.client.sesweb.UsersTest","testclass.client.sesweb.UsersTest","AddNewAutoBootUser","Test case SDTC....: Verify can create new  Autoboot user success ",""
